,Unnamed: 0,app_id,amnt,currency,operation_kind,card_type,operation_type,operation_type_group,ecommerce_flag,payment_system,income_flag,mcc,country,city,mcc_category,day_of_week,hour,days_before,weekofyear,hour_diff,transaction_number,product,flag
2595,2595,15,0.3288715256067455,1,1,60,13,1,2,4,1,42,1,10,11,4,19,123,12,6,263,0,0
2596,2596,15,0.2989678683140006,1,1,60,1,1,1,1,1,8,1,18,1,3,15,122,12,20,264,0,0
2597,2597,15,0.3194067082479023,3,5,60,17,2,2,1,2,46,3,55,20,2,0,120,12,32,265,0,0
2598,2598,15,0.3205048478437106,3,1,60,1,1,2,1,1,46,3,55,20,2,15,120,12,16,266,0,0
2599,2599,15,0.4343588068228362,1,1,60,1,1,2,1,1,29,3,96,6,2,17,120,12,2,267,0,0
2600,2600,15,0.2967254036615695,1,1,60,1,1,1,1,1,4,1,18,3,2,17,120,12,1,268,0,0
2601,2601,15,0.3049072900623659,1,1,60,1,1,1,1,1,5,1,18,4,7,8,119,12,14,269,0,0
2602,2602,15,0.4751726034548266,1,1,60,1,1,1,1,1,57,1,18,9,7,9,119,12,1,270,0,0
2603,2603,15,0.3135222682027304,1,1,60,1,1,1,1,1,57,1,18,9,7,10,119,12,1,271,0,0
2604,2604,15,0.1887582442192886,1,1,60,1,1,1,1,1,1,1,18,1,7,10,119,12,0,272,0,0
2605,2605,15,0.3589566202716521,1,1,60,1,1,1,1,1,16,1,18,9,7,11,119,12,1,273,0,0
2606,2606,15,0.375082042704781,1,1,60,1,1,1,1,1,1,1,18,1,7,11,119,12,0,274,0,0
2607,2607,15,0.3315102779386049,1,1,60,1,1,1,1,1,10,1,18,7,6,12,118,41,25,275,0,0
2608,2608,15,0.1537992012920175,1,1,60,1,1,1,1,1,1,1,18,1,6,13,118,41,1,276,0,0
2609,2609,15,0.3202481694450788,1,1,60,1,1,1,1,1,8,1,18,1,6,14,118,41,1,277,0,0
2610,2610,15,0.4607782661330413,1,1,60,1,1,1,1,1,10,1,18,7,5,5,117,41,14,278,0,0
2611,2611,15,0.4779440811646806,1,2,60,3,1,1,4,1,2,1,18,2,5,5,117,41,0,279,0,0
2612,2612,15,0.2947255042795244,1,1,60,1,1,1,1,1,3,1,18,4,5,7,117,41,1,280,0,0
2613,2613,15,0.2908991453582661,1,1,60,1,1,1,1,1,4,1,18,3,5,13,117,41,6,281,0,0
2614,2614,15,0.2561233417998188,1,1,60,1,1,1,1,1,4,1,18,3,3,11,115,41,46,282,0,0
2615,2615,15,0.2189208545232925,1,1,60,1,1,1,1,1,4,1,18,3,3,13,115,41,2,283,0,0
2616,2616,15,0.2947255042795244,1,1,60,1,1,1,1,1,3,1,18,4,1,8,114,41,20,284,0,0
2617,2617,15,0.282273782906656,1,1,60,1,1,1,1,1,5,1,18,4,2,7,113,41,22,285,0,0
2618,2618,15,0.2346711103482261,1,1,60,1,1,1,1,1,1,1,18,1,2,10,113,41,4,286,0,0
2619,2619,15,0.565956341860398,1,4,60,4,2,1,3,2,2,1,18,2,2,12,113,41,1,287,0,0
2620,2620,15,0.2288064960511204,1,1,60,1,1,1,1,1,8,1,18,1,2,13,113,41,1,288,0,0
2621,2621,15,0.4492871471021893,1,2,60,3,1,1,4,1,2,1,18,2,7,10,112,41,22,289,0,0
2622,2622,15,0.4531181526668325,1,5,60,17,2,2,1,2,21,1,1,6,5,0,110,16,37,290,0,0
2623,2623,15,0.3955123942281285,1,3,60,6,2,1,4,2,9,1,1,2,4,19,109,16,43,291,0,0
2624,2624,15,0.3076404284683874,1,1,60,1,1,1,1,1,4,1,18,3,3,14,108,16,20,292,0,0
2625,2625,15,0.4265442702066148,1,2,60,3,1,1,4,1,2,1,18,2,1,9,107,16,19,293,0,0
2626,2626,15,0.305395240024642,1,1,60,1,1,1,1,1,3,1,18,4,1,9,107,16,0,294,0,0
2627,2627,15,0.2722180589560813,1,1,60,1,1,1,1,1,4,1,18,3,7,13,105,16,51,295,0,0
2628,2628,15,0.1970464817641531,1,1,60,1,1,1,1,1,1,1,18,1,6,15,104,29,26,296,0,0
2629,2629,15,0.2145954647457739,1,1,60,1,1,1,1,1,4,1,18,3,5,13,103,29,22,297,0,0
2630,2630,15,0.2531218835053501,1,1,60,1,1,1,1,1,4,1,18,3,4,8,102,29,19,298,0,0
2631,2631,15,0.2691104730805393,1,1,60,1,1,1,1,1,8,1,18,1,4,13,102,29,5,299,0,0
2632,2632,15,0.2181556791848764,1,1,60,1,1,1,1,1,4,1,18,3,3,5,101,29,16,300,0,0
2633,2633,15,0.2458925696392934,1,1,60,1,1,1,1,1,4,1,18,3,3,8,101,29,3,301,0,0
2634,2634,15,0.3024017894208146,1,3,60,5,1,1,4,1,9,1,1,2,3,16,101,29,8,302,0,0
2635,2635,15,0.2622106128928024,1,1,60,1,1,1,1,1,4,1,18,3,1,8,100,29,15,303,0,0
2636,2636,15,0.3876771200456198,1,1,60,1,1,2,1,1,45,1,1,11,1,10,100,29,2,304,0,0
2637,2637,15,0.3212276233516689,1,1,60,1,1,1,1,1,4,1,18,3,1,16,100,29,7,305,0,0
2638,2638,15,0.3115764210475722,1,1,60,1,1,1,1,1,4,1,18,3,2,10,99,29,17,306,0,0
2639,2639,15,0.3453730428125373,1,1,60,1,1,1,1,1,10,1,18,7,2,10,99,29,0,307,0,0
2640,2640,15,0.4768106576167108,1,2,60,3,1,1,4,1,2,1,18,2,7,15,98,29,29,308,0,0
2641,2641,15,0.4203227584371961,1,1,60,1,1,1,1,1,5,1,18,4,7,17,98,29,2,309,0,0
2642,2642,15,0.2959316760695831,1,1,60,1,1,1,1,1,19,1,18,13,7,17,98,29,0,310,0,0
2643,2643,15,0.2615777427400108,1,1,60,1,1,1,1,1,4,1,18,3,6,5,97,17,12,311,0,0
2644,2644,15,0.4605981936588924,1,3,60,5,1,1,4,1,9,1,1,2,6,7,97,17,1,312,0,0
2645,2645,15,0.3349274118365794,1,1,60,1,1,1,1,1,26,1,18,14,6,8,97,17,2,313,0,0
2646,2646,15,0.4460720881694709,3,1,60,1,1,2,1,1,21,3,2,6,5,12,96,17,27,314,0,0
2647,2647,15,0.3479347025901494,1,1,60,1,1,1,1,1,8,1,18,1,5,13,96,17,1,315,0,0
2648,2648,15,0.2452577105373092,1,1,60,1,1,1,1,1,4,1,18,3,4,8,95,17,19,316,0,0
2649,2649,15,0.2822407628639458,1,1,60,1,1,1,1,1,4,1,18,3,3,18,94,17,34,317,0,0
2650,2650,15,0.3488379638169017,1,1,60,1,1,1,1,1,34,1,18,12,1,14,93,17,20,318,0,0
2651,2651,15,0.4146918430637105,1,1,60,1,1,1,1,1,32,1,18,10,1,15,93,17,1,319,0,0
2652,2652,15,0.3515715028505655,1,1,60,1,1,1,1,1,1,1,18,1,1,15,93,17,0,320,0,0
2653,2653,15,0.2443278223402468,1,1,6,1,1,1,1,1,4,1,18,3,5,5,89,49,85,321,0,0
2654,2654,15,0.2868535310345569,1,1,6,1,1,1,1,1,3,1,18,4,5,13,89,49,8,322,0,0
2655,2655,15,0.5168336566977262,1,2,6,3,1,1,4,1,2,1,18,2,5,14,89,49,1,323,0,0
2656,2656,15,0.300294970620323,1,1,6,1,1,1,1,1,4,1,18,3,5,17,89,49,3,324,0,0
2657,2657,15,0.2817245999018871,1,1,6,1,1,1,1,1,4,1,18,3,1,12,86,49,67,325,0,0
2658,2658,15,0.2923245437365596,1,1,6,1,1,1,1,1,4,1,18,3,1,16,86,49,4,326,0,0
2659,2659,15,0.3447741695500726,1,1,6,1,1,1,1,1,4,1,18,3,7,7,84,49,39,327,0,0
2660,2660,15,0.2097351895650477,1,1,6,1,1,1,1,1,4,1,18,3,6,11,83,25,28,328,0,0
2661,2661,15,0.2055767028138616,1,1,6,1,1,1,1,1,4,1,18,3,6,11,83,25,0,329,0,0
2662,2662,15,0.2761938469629734,1,1,6,1,1,1,1,1,4,1,18,3,5,13,82,25,26,330,0,0
2663,2663,15,0.2642700694311805,1,1,6,1,1,1,1,1,15,1,18,5,3,13,80,25,48,331,0,0
2664,2664,15,0.3556831839991279,1,1,6,1,1,1,1,1,1,1,18,1,3,14,80,25,1,332,0,0
2665,2665,15,0.2578500593331536,1,1,6,1,1,1,1,1,4,1,18,3,1,5,79,25,16,333,0,0
2666,2666,15,0.4225946376585503,1,1,6,1,1,1,1,1,1,1,18,1,2,8,78,25,26,334,0,0
2667,2667,15,0.5466069627201818,1,4,6,4,2,1,3,2,2,1,18,2,2,8,78,25,0,335,0,0
2668,2668,15,0.2997791676328786,1,1,6,1,1,1,1,1,8,1,18,1,2,16,78,25,8,336,0,0
2669,2669,15,0.2975890792412704,1,1,6,1,1,1,1,1,5,1,2,4,7,14,77,25,22,337,0,0
2670,2670,15,0.3039184734260679,1,1,6,1,1,1,1,1,3,1,18,4,7,14,77,25,0,338,0,0
2671,2671,15,0.2932369848498102,1,1,6,1,1,1,1,1,1,1,18,1,6,15,76,27,26,339,0,0
2672,2672,15,0.3133117092612147,1,1,6,1,1,1,1,1,8,1,18,1,5,13,75,27,21,340,0,0
2673,2673,15,0.3000470148816397,1,1,6,1,1,1,1,1,1,1,18,1,4,16,74,27,27,341,0,0
2674,2674,15,0.3157069262468774,1,1,6,1,1,1,1,1,4,1,18,3,3,15,73,27,24,342,0,0
2675,2675,15,0.2083829821565157,1,1,6,1,1,1,1,1,4,1,18,3,1,5,72,27,14,343,0,0
2676,2676,15,0.2739930200980623,1,1,6,1,1,1,1,1,8,1,18,1,1,12,72,27,6,344,0,0
2677,2677,15,0.5166690744174989,1,3,6,5,1,1,4,1,9,1,1,2,2,6,71,27,19,345,0,0
2678,2678,15,0.206291539131452,1,1,6,1,1,1,1,1,4,1,18,3,7,15,70,27,33,346,0,0
2679,2679,15,0.2756681860503041,1,1,6,1,1,1,1,1,8,1,18,1,6,16,69,26,25,347,0,0
2680,2680,15,0.2341028199491033,1,1,6,1,1,1,1,1,4,1,18,3,5,13,68,26,21,348,0,0
2681,2681,15,0.2333711164840522,1,1,6,1,1,1,1,1,4,1,18,3,3,4,66,26,39,349,0,0
2682,2682,15,0.2885187538854928,1,1,6,1,1,1,1,1,5,1,18,4,3,10,66,26,6,350,0,0
2683,2683,15,0.1708400034843723,1,1,6,1,1,1,1,1,1,1,18,1,6,15,62,45,101,351,0,0
2684,2684,15,0.2589723745861205,1,1,6,13,1,2,4,1,42,1,10,11,6,19,62,45,4,352,0,0
2685,2685,15,0.4236674797452692,1,2,6,3,1,1,4,1,2,1,18,2,5,13,61,45,18,353,0,0
2686,2686,15,0.283975264649223,1,1,6,1,1,1,1,1,4,1,18,3,1,8,58,45,66,354,0,0
2687,2687,15,0.3676867203808272,1,1,6,1,1,1,1,1,34,1,18,12,2,7,57,45,23,355,0,0
2688,2688,15,0.3310662033409646,1,1,6,1,1,1,1,1,3,1,18,4,2,7,57,45,0,356,0,0
2689,2689,15,0.2181556791848764,1,1,6,1,1,1,1,1,4,1,18,3,2,15,57,45,8,357,0,0
2690,2690,15,0.3231543925986102,1,1,6,1,1,1,1,1,8,1,18,1,2,15,57,45,0,358,0,0
2691,2691,15,0.2732742595948643,1,1,6,1,1,1,1,1,4,1,18,3,7,14,56,45,23,359,0,0
2692,2692,15,0.2543417987691348,1,1,6,1,1,1,1,1,1,1,18,1,6,15,55,47,25,360,0,0
2693,2693,15,0.2315895734533682,1,1,6,1,1,1,1,1,4,1,18,3,5,8,54,47,16,361,0,0
2694,2694,15,0.2437478286282001,1,1,6,1,1,1,1,1,4,1,18,3,4,8,53,47,24,362,0,0
2695,2695,15,0.3876771200456198,1,2,6,3,1,1,4,1,2,1,18,2,4,13,53,47,5,363,0,0
2696,2696,15,0.2270678887217727,1,1,6,1,1,1,1,1,4,1,18,3,7,7,42,30,258,364,0,0
2697,2697,15,0.5395840117062823,1,5,6,17,2,1,1,2,2,1,18,2,6,15,41,31,32,365,0,0
2698,2698,15,0.2652721298466462,1,1,6,1,1,1,1,1,1,1,18,1,6,15,41,31,0,366,0,0
2699,2699,15,0.4265442702066148,1,1,6,1,1,2,1,1,29,3,96,6,6,16,41,31,1,367,0,0
2700,2700,15,0.4265442702066148,1,1,6,1,1,2,1,1,29,3,96,6,6,16,41,31,0,368,0,0
2701,2701,15,0.4265442702066148,1,3,6,6,2,1,4,2,9,1,1,2,5,11,40,31,19,369,0,0
2702,2702,15,0.2703941801889952,1,1,6,1,1,1,1,1,4,1,18,3,5,13,40,31,2,370,0,0
2703,2703,15,0.3285990886399977,1,1,6,1,1,1,1,1,4,1,18,3,3,13,38,31,48,371,0,0
2704,2704,15,0.2589723745861205,1,2,6,3,1,1,4,1,2,1,18,2,1,13,37,31,25,372,0,0
2705,2705,15,0.2722399930110348,1,1,6,1,1,1,1,1,4,1,18,3,1,15,37,31,2,373,0,0
2706,2706,15,0.3139410305348075,1,1,6,1,1,1,1,1,8,1,18,1,1,16,37,31,0,374,0,0
2707,2707,15,0.4584450354011858,1,1,6,1,1,1,1,1,1,1,18,1,2,8,36,31,16,375,0,0
2708,2708,15,0.4265442702066148,1,2,6,3,1,1,4,1,2,1,18,2,7,8,35,31,24,376,0,0
2709,2709,15,0.4265442702066148,1,1,6,1,1,2,1,1,29,3,96,6,7,11,35,31,3,377,0,0
2710,2710,15,0.4265442702066148,1,1,6,1,1,2,1,1,29,3,96,6,7,11,35,31,0,378,0,0
2711,2711,15,0.2367729999696287,1,1,6,1,1,1,1,1,4,1,18,3,6,8,34,38,21,379,0,0
2712,2712,15,0.2691104730805393,1,1,6,1,1,1,1,1,8,1,18,1,6,11,34,38,4,380,0,0
2713,2713,15,0.4265442702066148,1,3,6,6,2,1,4,2,9,1,1,2,6,15,34,38,4,381,0,0
2714,2714,15,0.2975890792412704,1,1,6,1,1,2,1,1,29,3,96,6,6,20,34,38,4,382,0,0
2715,2715,15,0.2975890792412704,1,1,6,1,1,2,1,1,29,3,96,6,6,20,34,38,0,383,0,0
2716,2716,15,0.3202481694450788,1,1,6,1,1,2,1,1,29,3,96,6,6,20,34,38,0,384,0,0
2717,2717,15,0.2097351895650477,1,1,6,1,1,1,1,1,1,1,18,1,4,14,32,38,42,385,0,0
2718,2718,15,0.3202481694450788,1,3,6,6,2,1,4,2,9,1,1,2,4,15,32,38,1,386,0,0
2719,2719,15,0.3288715256067455,1,1,6,13,1,2,4,1,42,1,10,11,3,13,31,38,22,387,0,0
2720,2720,15,0.2375921954247433,1,1,6,1,1,1,1,1,4,1,18,3,1,9,30,38,20,388,0,0
2721,2721,15,0.2676064931487097,1,1,6,1,1,1,1,1,4,1,18,3,1,12,30,38,3,389,0,0
2722,2722,15,0.2788755671155853,1,1,6,1,1,1,1,1,8,1,18,1,2,17,29,38,29,390,0,0
2723,2723,15,0.4265442702066148,1,2,6,3,1,1,4,1,2,1,18,2,7,9,28,38,16,391,0,0
2724,2724,15,0.2472781682371911,1,1,6,1,1,1,1,1,4,1,18,3,4,9,25,51,72,392,0,0
2725,2725,15,0.2333711164840522,1,1,6,1,1,1,1,1,1,1,18,1,4,14,25,51,5,393,0,0
2726,2726,15,0.1716359585614065,1,1,6,1,1,1,1,1,4,1,18,3,3,13,24,51,23,394,0,0
2727,2727,15,0.4265442702066148,1,4,6,4,2,1,3,2,2,1,18,2,2,7,22,51,42,395,0,0
2728,2728,15,0.2258781503299565,1,1,6,1,1,1,1,1,4,1,18,3,2,7,22,51,0,396,0,0
2729,2729,15,0.2454701293098601,1,1,6,1,1,1,1,1,4,1,18,3,2,9,22,51,2,397,0,0
2730,2730,15,0.3224238950382346,1,1,6,1,1,1,1,1,4,1,18,3,2,15,22,51,6,398,0,0
2731,2731,15,0.2391955585622319,1,1,6,1,1,1,1,1,5,1,18,4,7,18,21,51,27,399,0,0
2732,2732,15,0.3003135896921176,1,1,6,1,1,1,1,1,3,1,18,4,3,13,17,24,91,400,0,0
2733,2733,15,0.3003135896921176,1,1,6,1,1,1,1,1,3,1,18,4,3,14,17,24,1,401,0,0
2734,2734,15,0.1689376554725344,1,1,6,1,1,1,1,1,1,1,18,1,3,17,17,24,3,402,0,0
2735,2735,15,0.2672241142103036,1,1,6,1,1,1,1,1,4,1,18,3,1,8,16,24,15,403,0,0
2736,2736,15,0.4104106563047363,1,2,6,3,1,1,4,1,2,1,18,2,7,9,14,24,50,404,0,0
2737,2737,15,0.2172281557191434,1,1,6,1,1,1,1,1,1,1,18,1,6,13,13,34,28,405,0,0
2738,2738,15,0.2826430147088755,1,1,6,1,1,1,1,1,8,1,18,1,5,12,12,34,23,406,0,0
2739,2739,15,0.3074674537411731,1,1,6,1,1,1,1,1,4,1,18,3,4,15,11,34,28,407,0,0
2740,2740,15,0.5439023181745726,1,2,6,7,1,1,1,1,2,1,2,2,3,7,10,34,15,408,0,0
2741,2741,15,0.2815390992632914,1,1,6,1,1,1,1,1,34,1,18,12,2,6,8,34,47,409,0,0
2742,2742,15,0.317965255616556,1,1,6,1,1,1,1,1,3,1,18,4,2,6,8,34,0,410,0,0
2743,2743,15,0.2293648478427061,1,1,6,1,1,1,1,1,4,1,18,3,6,13,6,1,55,411,0,0
2744,2744,15,0.2505994861783134,1,1,6,1,1,1,1,1,8,1,18,1,4,15,4,1,51,412,0,0
2745,2745,15,0.3157877238016189,1,1,6,1,1,1,1,1,8,1,18,1,3,13,3,1,21,413,0,0
2746,2746,15,0.3659800113668961,1,1,6,1,1,2,1,1,23,1,18,3,3,19,3,1,6,414,0,0
2747,2747,15,0.2922631835422847,1,1,6,1,1,1,1,1,4,1,18,3,1,7,2,1,12,415,0,0
2748,2748,15,0.2975890792412704,1,1,6,1,1,1,1,1,3,1,18,4,1,10,2,1,3,416,0,0
2749,2749,15,0.3215382007895508,1,1,6,1,1,1,1,1,50,1,18,6,1,11,2,1,1,417,0,0
2750,2750,15,0.3122468975747553,1,1,6,1,1,1,1,1,1,1,18,1,1,11,2,1,0,418,0,0
2751,2751,15,0.3676867203808272,1,1,6,1,1,1,1,1,4,1,18,3,1,11,2,1,0,419,0,0
2752,2752,16,0.5319846025631637,1,2,52,8,1,1,2,1,2,24,9,2,6,15,356,50,-1,1,2,0
2753,2753,16,0.4355894768744137,1,1,52,2,1,2,2,1,28,1,1,16,1,13,331,48,599,2,2,0
2754,2754,16,0.4092777667072346,1,1,52,2,1,2,2,1,28,1,1,16,1,15,331,48,1,3,2,0
2755,2755,16,0.5102951841783337,1,2,52,8,1,1,2,1,2,1,9,2,2,13,323,46,190,4,2,0
2756,2756,16,0.4654254330729043,1,2,52,8,1,1,2,1,2,1,9,2,1,14,303,32,481,5,2,0
2757,2757,16,0.1708400034843723,1,1,52,13,1,2,6,1,44,1,1,5,5,11,299,33,93,6,2,0
2758,2758,16,0.5043136062319842,1,2,52,8,1,1,2,1,2,1,9,2,2,9,295,33,94,7,2,0
2759,2759,16,0.3676867203808272,1,2,52,8,1,1,2,1,2,1,9,2,7,8,294,33,23,8,2,0
2760,2760,16,0.2973092088752101,1,1,52,2,1,2,2,1,100,1,2,27,7,16,273,18,512,9,2,0
2761,2761,16,0.3363445046218684,1,1,52,2,1,1,2,1,44,1,2,5,6,9,265,8,185,10,2,0
2762,2762,16,0.5270634937124385,1,2,52,8,1,1,2,1,2,1,9,2,4,14,263,8,53,11,2,0
2763,2763,16,0.5270634937124385,1,2,52,8,1,1,2,1,2,1,9,2,6,13,237,21,622,12,2,0
2764,2764,16,0.3163900253845363,1,1,52,2,1,2,2,1,27,1,1,12,2,13,232,21,121,13,2,0
2765,2765,16,0.1771515809069712,1,1,52,2,1,1,2,1,1,1,9,1,7,7,189,11,1025,14,2,0
2766,2766,16,0.1944759304033768,1,1,52,2,1,1,2,1,1,1,9,1,7,7,189,11,0,15,2,0
2767,2767,16,0.2350808272307518,1,1,52,2,1,1,2,1,1,1,9,1,2,13,155,5,822,16,2,0
2768,2768,16,0.5270634937124385,1,2,52,3,1,1,4,1,2,1,9,2,4,14,151,37,96,17,2,0
2769,2769,16,0.5293539876761219,1,2,52,8,1,1,2,1,2,1,9,2,3,14,122,12,696,18,2,0
2770,2770,16,0.5302446323884591,1,2,52,3,1,1,4,1,2,1,9,2,2,8,92,17,714,19,2,0
2771,2771,16,0.2975890792412704,1,3,52,6,2,1,4,2,9,1,1,2,6,16,69,26,560,20,2,0
2772,2772,16,0.5315546418964493,1,2,52,8,1,1,2,1,2,1,9,2,6,14,62,45,166,21,2,0
2773,2773,16,0.5315546418964493,1,2,52,8,1,1,2,1,2,1,9,2,3,14,31,38,744,22,2,0
2774,2774,17,0.5109220915152267,1,4,122,14,2,1,3,2,2,1,1,2,3,19,346,39,-1,1,0,0
2775,2775,17,0.4681625712197987,1,4,122,14,2,1,3,2,2,1,1,2,4,18,312,36,815,2,0,0
2776,2776,17,0.5077150771654654,1,4,122,14,2,1,3,2,2,1,1,2,1,7,282,35,709,3,0,0
2777,2777,17,0.4948642666511567,1,1,5,2,1,1,2,1,108,1,1,14,2,17,267,43,370,4,0,0
2778,2778,17,0.3238580242892444,1,3,5,11,2,2,2,2,9,1,30,2,4,15,256,19,262,5,0,0
2779,2779,17,0.5077150771654654,1,4,122,14,2,1,3,2,2,1,1,2,1,16,254,19,49,6,0,0
2780,2780,17,0.4390601144966334,1,3,5,11,2,2,2,2,9,1,30,2,1,17,254,19,1,7,0,0
2781,2781,17,0.4340358341969634,1,1,5,2,1,1,2,1,1,1,2,1,7,16,245,2,216,8,0,0
2782,2782,17,0.4265442702066148,1,3,5,11,2,2,2,2,9,1,30,2,3,19,234,21,267,9,0,0
2783,2783,17,0.5077150771654654,1,4,122,14,2,1,3,2,2,1,1,2,5,19,222,7,287,10,0,0
2784,2784,17,0.4852952089625992,1,4,5,4,2,1,3,2,2,1,1,2,3,11,171,6,1216,11,0,0
2785,2785,17,0.3876771200456198,1,3,5,11,2,2,2,2,9,1,30,2,3,11,171,6,1,12,0,0
2786,2786,17,0.5356647055438313,1,1,5,2,1,1,2,1,45,1,2,11,3,16,157,5,341,13,0,0
2787,2787,17,0.4779440811646806,1,3,5,11,2,2,2,2,9,1,30,2,7,9,154,5,65,14,0,0
2788,2788,17,0.3876210341918021,1,1,5,2,1,1,2,1,10,1,1,7,5,20,131,14,562,15,0,0
2789,2789,17,0.4492871471021893,1,3,5,11,2,2,2,2,9,1,30,2,3,17,129,14,45,16,0,0
2790,2790,17,0.3471206958065272,1,1,23,2,1,1,2,1,1,1,1,1,5,19,117,41,290,17,0,0
2791,2791,17,0.3774351351980609,1,1,23,2,1,1,2,1,10,1,1,7,5,19,117,41,0,18,0,0
2792,2792,17,0.2589723745861205,1,2,23,8,1,1,2,1,2,1,1,2,4,8,116,41,13,19,0,0
2793,2793,17,0.2975890792412704,1,2,23,8,1,1,2,1,2,1,1,2,3,12,115,41,28,20,0,0
2794,2794,17,0.309379945614719,1,1,23,2,1,1,2,1,4,1,1,3,2,10,113,41,47,21,0,0
2795,2795,17,0.3412969755014899,1,1,23,2,1,1,2,1,4,1,1,3,2,10,113,41,0,22,0,0
2796,2796,17,0.5214264995112716,1,1,23,2,1,1,2,1,41,1,1,10,2,17,113,41,7,23,0,0
2797,2797,17,0.5294347271031061,1,1,23,2,1,1,2,1,41,1,1,10,7,14,112,41,21,24,0,0
2798,2798,17,0.3514636541175564,1,1,23,2,1,1,2,1,108,1,1,6,7,15,112,41,1,25,0,0
2799,2799,17,0.3701915219058123,1,1,23,2,1,1,2,1,41,1,1,10,6,18,111,16,28,26,0,0
2800,2800,17,0.3041673159273216,1,1,23,2,1,1,2,1,1,1,1,1,5,12,110,16,17,27,0,0
2801,2801,17,0.3202481694450788,1,1,23,2,1,1,2,1,7,1,1,5,5,18,110,16,6,28,0,0
2802,2802,17,0.3488379638169017,1,2,23,8,1,1,2,1,2,1,1,2,5,18,110,16,0,29,0,0
2803,2803,17,0.350818659751014,1,1,23,2,1,1,2,1,4,1,1,3,5,18,110,16,0,30,0,0
2804,2804,17,0.3403929346714995,1,1,23,2,1,1,2,1,26,1,1,14,4,17,109,16,23,31,0,0
2805,2805,17,0.3171831678056429,1,1,23,2,1,1,2,1,108,1,1,6,4,18,109,16,1,32,0,0
2806,2806,17,0.2913970202708266,1,1,23,2,1,1,2,1,4,1,1,3,4,18,109,16,0,33,0,0
2807,2807,17,0.3016277924313519,1,1,23,2,1,1,2,1,8,1,1,1,3,20,108,16,26,34,0,0
2808,2808,17,0.3377266900697954,1,1,23,2,1,1,2,1,4,1,1,3,3,20,108,16,0,35,0,0
2809,2809,17,0.5006925661776914,1,2,23,8,1,1,2,1,2,1,1,2,1,18,107,16,22,36,0,0
2810,2810,17,0.4492871471021893,1,2,23,8,1,1,2,1,2,1,1,2,1,18,107,16,0,37,0,0
2811,2811,17,0.3849196903662946,1,1,23,2,1,1,2,1,41,1,1,10,1,19,107,16,1,38,0,0
2812,2812,17,0.3029119192256977,1,1,23,2,1,1,2,1,41,1,1,10,2,15,106,16,20,39,0,0
2813,2813,17,0.4858242195447205,1,1,23,2,1,1,2,1,41,1,1,10,3,20,101,29,125,40,0,0
2814,2814,17,0.3569574406705172,1,1,23,2,1,1,2,1,41,1,1,10,3,21,101,29,1,41,0,0
2815,2815,17,0.5168336566977262,1,2,23,3,1,1,4,1,2,1,1,2,6,18,97,17,93,42,0,0
2816,2816,17,0.5168336566977262,1,2,23,3,1,1,4,1,2,1,1,2,6,18,97,17,0,43,0,0
2817,2817,17,0.5543054284866964,1,4,5,4,2,1,3,2,2,1,1,2,6,18,97,17,0,44,0,0
2818,2818,17,0.4174296490701401,1,2,23,3,1,1,4,1,2,1,1,2,6,19,97,17,0,45,0,0
2819,2819,17,0.5667641173167302,1,1,23,2,1,1,2,1,41,1,1,10,6,21,97,17,3,46,0,0
2820,2820,17,0.3876771200456198,1,2,23,8,1,1,2,1,2,1,1,2,5,7,96,17,9,47,0,0
2821,2821,17,0.3186138890853808,1,1,23,2,1,1,2,1,4,1,1,3,5,18,96,17,11,48,0,0
2822,2822,17,0.3876771200456198,1,2,23,8,1,1,2,1,2,1,1,2,4,8,95,17,14,49,0,0
2823,2823,17,0.2784845279576893,1,1,23,2,1,1,2,1,4,1,1,3,3,18,94,17,34,50,0,0
2824,2824,17,0.3488379638169017,1,2,23,3,1,1,4,1,2,1,1,2,1,12,93,17,19,51,0,0
2825,2825,17,0.4227748751542136,1,1,23,2,1,1,2,1,108,1,1,14,1,17,93,17,4,52,0,0
2826,2826,17,0.445816270878043,1,1,23,2,1,1,2,1,41,1,1,10,1,19,93,17,2,53,0,0
2827,2827,17,0.3711027282677217,1,1,23,2,1,1,2,1,41,1,1,10,1,19,93,17,0,54,0,0
2828,2828,17,0.413678235391887,1,5,23,11,2,1,2,2,19,1,2,13,2,0,92,17,4,55,0,0
2829,2829,17,0.4765811995497973,1,1,23,2,1,1,2,1,41,1,1,10,2,15,92,17,16,56,0,0
2830,2830,17,0.3668804724293686,1,1,5,2,1,1,2,1,3,1,1,4,7,3,91,17,12,57,0,0
2831,2831,17,0.3114348154988824,1,1,23,2,1,1,2,1,4,1,1,3,7,21,91,17,18,58,0,0
2832,2832,17,0.319874075445721,1,1,5,2,1,1,2,1,1,1,1,1,6,14,90,49,16,59,0,0
2833,2833,17,0.5168336566977262,1,4,23,4,2,1,3,2,2,1,1,2,6,18,90,49,4,60,0,0
2834,2834,17,0.3003135896921176,1,1,5,2,1,1,2,1,4,1,1,3,6,18,90,49,0,61,0,0
2835,2835,17,0.2807909029511297,1,1,5,2,1,1,2,1,1,1,1,1,5,12,89,49,18,62,0,0
2836,2836,17,0.3527318186466294,1,1,5,2,1,1,2,1,1,1,1,1,5,18,89,49,6,63,0,0
2837,2837,17,0.3257487171152323,1,1,5,2,1,1,2,1,1,1,1,1,4,12,88,49,18,64,0,0
